Elapsed Time,Total execs,Unique samples,Crashes,Hangs,Offsets,Execs/s,Fuzzing sample,Instr CoreSVG,Instr ImageIO,Instr XCTTargetBootstrap
00h 07m 08s,170701,98,0,0,11510,161,,245760,3678208,24576
00h 07m 08s,170854,98,0,0,11510,153,,,,
00h 07m 08s,171002,98,0,0,11510,148,,,,
00h 07m 08s,171139,98,0,0,11510,137,00081,,,
00h 07m 08s,171281,98,0,0,11510,142,,,,
00h 07m 08s,171443,98,0,0,11510,162,,,,
00h 07m 08s,171599,98,0,0,11510,156,,,,
00h 07m 08s,171758,98,0,0,11510,159,,,,
00h 07m 08s,171912,98,0,0,11510,154,,,,
00h 07m 08s,172064,98,0,0,11510,152,,,,
00h 07m 08s,172195,98,0,0,11510,131,,245760,3678208,24576
00h 07m 08s,172346,98,0,0,11510,151,,,,
00h 07m 08s,172498,98,0,0,11510,152,,245760,3678208,24576
00h 07m 08s,172664,99,0,0,11512,166,,245760,3678208,24576
00h 07m 08s,172814,99,0,0,11512,150,,245760,3678208,24576
00h 07m 08s,172976,99,0,0,11512,162,,245760,3678208,24576
00h 07m 08s,173146,99,0,0,11512,170,,245760,3678208,24576
00h 07m 08s,173339,99,0,0,11512,193,,,,
00h 07m 08s,173500,99,0,0,11512,161,,245760,3678208,24576
00h 07m 08s,173662,99,0,0,11512,162,,245760,3678208,24576
00h 07m 08s,173804,99,0,0,11512,142,,,,
00h 07m 08s,173958,99,0,0,11512,154,,245760,3678208,24576
00h 07m 08s,174112,99,0,0,11512,154,,,,
00h 07m 08s,174265,99,0,0,11512,153,,,,
00h 07m 08s,174422,99,0,0,11512,157,,245760,3678208,24576
00h 07m 08s,174581,99,0,0,11512,159,00098,245760,3678208,24576
00h 07m 08s,175733,99,0,0,11512,1152,00080,245760,3678208,24576
00h 07m 08s,175965,99,0,0,11512,232,00078,245760,3678208,24576
00h 07m 08s,176119,99,0,0,11512,154,,,,
00h 07m 08s,176275,99,0,0,11512,156,,245760,3678208,24576
00h 07m 08s,176441,99,0,0,11512,166,00077,,,
00h 07m 08s,176597,99,0,0,11512,156,,,,
00h 07m 08s,176739,99,0,0,11512,142,,,,
00h 07m 08s,176886,99,0,0,11512,147,,,,
00h 08m 24s,177028,99,0,0,11512,142,,245760,3678208,24576
00h 08m 24s,177151,99,0,0,11512,123,,245760,3678208,24576
00h 08m 24s,177283,99,0,0,11512,132,,245760,3678208,24576
00h 08m 24s,177417,99,0,0,11512,134,,,,
00h 08m 24s,177558,99,0,0,11512,141,,245760,3678208,24576
00h 08m 24s,177701,99,0,0,11512,143,,245760,3678208,24576
00h 08m 24s,177845,99,0,0,11512,144,,245760,3678208,24576
00h 08m 24s,177994,99,0,0,11512,149,,245760,3678208,24576
00h 08m 24s,178141,99,0,0,11512,147,,245760,3678208,24576
00h 08m 24s,178278,99,0,0,11512,137,,245760,3678208,24576
00h 08m 24s,178425,99,0,0,11512,147,,,,
00h 08m 24s,178574,99,0,0,11512,149,,,,
00h 08m 24s,178717,99,0,0,11512,143,,245760,3678208,24576
00h 08m 24s,178856,99,0,0,11512,139,,,,
00h 08m 24s,178992,99,0,0,11512,136,,245760,3678208,24576
00h 08m 24s,179135,99,0,0,11512,143,,245760,3678208,24576
00h 08m 24s,179292,100,0,0,11514,157,,,,
00h 08m 24s,179444,100,0,0,11514,152,,,,
